Wall time,Step,Value
1670893667.9328773,954752,-0.402549147605896
1670895602.7100177,1454752,-0.5977275967597961
1670897655.5374262,1969785,-0.22724242508411407
1670899671.435326,2470326,-0.3979087471961975
1670903351.404841,3452822,-0.44510599970817566
1670905280.8007598,3952822,-0.577602207660675
1670907566.7081397,4453155,-0.4871909022331238
1670910538.4343657,5065562,-0.4898900091648102
1670912992.8540547,5565562,-0.6649138927459717
1670916696.5132952,6328997,-1.7007888555526733
1670919081.48463,6828997,0.20948436856269836
1670921500.66524,7508315,-1.5938515663146973
1670923151.4589925,8008315,-0.7216632962226868
1670924867.884157,8508315,-0.12725882232189178
1670927060.3338757,9156799,-0.6319434642791748
1670928689.8296597,9656799,-0.6091631054878235
1670930319.6513412,10156799,-0.6257956027984619
1670931960.5179124,10656799,-1.9330596923828125
1670933648.373743,11156799,-0.4214818477630615
1670935334.9884863,11656799,-0.5383320450782776
1670937020.049447,12156799,-0.554716944694519
1670938854.6750126,12686772,-0.6989032626152039
1670940485.8272777,13186772,-0.4919167757034302
1670942112.4611437,13686772,-0.19930380582809448
1670943738.9696586,14186772,-0.5089011192321777
1670945367.4089382,14686772,-0.6565897464752197
1670946995.663883,15186772,0.48288291692733765
1670948621.734007,15686772,-0.7105146050453186
1670950249.9595711,16186772,-0.330603688955307
1670955512.7475648,16867096,-0.5098384022712708
1670957286.9967659,17367096,-0.4435747563838959
1670959109.108394,17867096,-0.5050424933433533
1670962324.7976332,18643787,-1.3723804950714111
1670964591.9404485,19143787,0.8367866277694702
1670966760.7163558,19643787,-0.32360923290252686
1670968811.5784292,20143787,-0.3657299876213074
1670970854.4907382,20643787,-0.12546341121196747
1670973293.1624973,21143787,-0.22393737733364105
1670976875.5451562,21996321,-0.1520693153142929
1670978857.828464,22496321,-0.10142361372709274
1670980733.2479727,22996321,-1.3153736591339111
1670982552.3167267,23496321,-0.23080606758594513
1670984469.4002352,23996321,0.2662927508354187
1670986293.4083483,24496321,-0.09546583890914917
1670988344.116731,24996321,-0.275308758020401
1670990618.862986,25496321,-0.1281530261039734
1670992483.1540582,26016067,-0.16434001922607422
1670994210.4456396,26516067,-0.08468958735466003
1670996686.9720485,27016067,-0.2928341329097748
1670998673.597201,27516067,-0.18691009283065796
1671000511.5929852,28016067,-0.03463948890566826
1671003662.9452312,28943596,0.3509160280227661
1671005376.0697715,29443596,0.33393532037734985
1671007124.7973065,29943596,0.23988622426986694
1671008886.5213287,30443596,-0.6783365607261658
1671010618.5400836,30943596,2.406054735183716
1671012287.1460805,31443596,0.6450197696685791
1671013952.0168133,31943596,1.7151596546173096
1671015618.2678394,32443596,0.2725202441215515
1671017288.093058,32943596,1.9335838556289673
1671018954.0185947,33443596,0.6395851373672485
1671020623.8390105,33943596,0.6138771176338196
1671022294.416631,34443596,0.5063700675964355
1671023967.3515606,34943596,-0.2786586284637451
1671025637.3286014,35443596,0.6849417686462402
1671027320.651393,35943596,1.3346285820007324
1671029075.1854591,36443596,0.8452966213226318
1671046532.3174381,37074376,4.2213568687438965
1671048564.018088,37574376,1.474848747253418
1671050288.3458242,38074376,0.7837802767753601
1671052067.921615,38574376,2.180091381072998
1671053606.7369232,39074376,1.0559182167053223
1671055147.1283247,39574376,-0.17050188779830933
1671056683.5344496,40074376,2.487866163253784
1671058227.5713089,40574376,0.7695517539978027
1671059818.9157188,41074376,-0.15804344415664673
1671061413.2794883,41574376,1.0154967308044434
1671063009.217753,42074376,1.043218731880188
1671064562.5373783,42574376,2.5201592445373535
1671066105.785393,43074376,2.202277183532715
1671067648.1245944,43574376,2.5371522903442383
1671069948.8962243,44235616,1.9737586975097656
1671072046.6449738,44735616,1.9863073825836182
1671074084.8901904,45235616,-0.8142592906951904
1671075839.250858,45735616,1.0970573425292969
1671077587.392682,46235616,-0.6968334913253784
1671079489.21069,46735616,0.8816795945167542
1671081141.1305125,47235616,1.0302006006240845
1671082760.3013818,47735616,2.466383934020996
1671084630.688111,48252443,0.9700047969818115
1671086301.0270247,48752443,1.401820182800293
1671088034.376883,49252443,1.4293879270553589
1671091552.3682063,50242164,1.2103965282440186
1671093092.3341386,50742164,1.5244401693344116
1671094633.228112,51242164,1.2209326028823853
1671096173.1242602,51742164,1.014306902885437
1671097719.4300325,52242164,3.5218136310577393
1671099259.514623,52742164,1.0376633405685425
1671100799.3813741,53242164,1.5875885486602783
1671102338.162292,53742164,1.4086588621139526
1671103877.5990813,54242164,3.2592344284057617
1671105424.4997618,54742164,1.2109929323196411
1671107012.3525367,55242164,3.5871942043304443
1671108601.109712,55742164,2.4692649841308594
1671110191.7955205,56242164,1.138297438621521
1671111744.860846,56742164,1.3376213312149048
1671113289.8087716,57242164,0.35643118619918823
1671115660.6430137,57999033,3.912477493286133
1671117184.8934715,58499033,1.497463583946228
1671118707.6952145,58999033,0.5822638273239136
1671120229.8675075,59499033,1.5425256490707397
1671121756.9366708,59999033,1.3480950593948364
1671123282.333482,60499033,0.19737695157527924
1671133682.3454788,61338650,2.8401849269866943
1671135377.8735783,61838650,2.2015743255615234
1671137030.748619,62338650,3.1403980255126953
1671139074.4406815,62838650,3.3480112552642822
1671140815.586294,63338650,1.2013006210327148
1671142532.755079,63838650,0.2102438360452652
1671144258.7573035,64338650,1.5272105932235718
1671145966.689011,64838650,2.6219167709350586
